flow_key,n_pkts,duration,byte_rate,pkt_rate,iat_max,iat_min,iat_mean,iat_std,iat_var,pkt_len_max,pkt_len_min,pkt_len_avg,pkt_len_std,pkt_len_var,payload_len_max,payload_len_min,payload_len_avg,payload_len_std,Label
"('10.8.8.178', '54269', '134.170.25.26', '443', 'TLS')",11,1200.500235,6.463139093,0.009162847,600.294271,2.00E-05,120.0500235,211.3532657,44670.20294,1360,189,705.3636364,511.9206744,262062.7769,1308,137,653.3636364,511.9206744,VPN-Chat
"('134.170.25.26', '443', '10.8.8.178', '54269', 'TLS')",7,1199.532757,4.747681934,0.005835606,599.326901,1.558120966,199.9221262,241.4088287,58278.22256,1273,201,813.5714286,530.5024188,281432.8163,1221,149,761.5714286,530.5024188,VPN-Chat
"('10.8.8.178', '40028', '137.117.177.33', '443', 'TLS')",5,0.660992146,2060.538857,7.564386406,0.196345091,0.136808872,0.165248036,0.021720856,0.000471796,729,89,272.4,243.0766134,59086.24,677,37,220.4,243.0766134,VPN-Chat
"('137.117.177.33', '443', '10.8.8.178', '40028', 'TLS')",4,0.510983944,4806.413253,7.828034613,0.362601042,0.000326872,0.170327981,0.148733931,0.022121782,1360,111,614,459.1769811,210843.5,1308,59,562,459.1769811,VPN-Chat
"('10.8.8.130', '45184', '216.58.210.14', '443', 'TLS')",2030,937.683368,687.2266503,2.164909893,13.00359511,0,0.462140645,1.121730535,1.258279393,1360,98,317.4389163,320.7971521,102910.8128,1308,46,265.4389163,320.7971521,VPN-Chat
"('216.58.210.14', '443', '10.8.8.130', '45184', 'TLS')",2391,937.3477969,1074.374958,2.550814125,13.34915805,0,0.392195731,1.139116912,1.297587339,1360,90,421.1890422,479.1338224,229569.2198,1308,38,369.1890422,479.1338224,VPN-Chat
"('173.194.78.189', '443', '10.8.8.130', '60098', 'TLS')",1140,934.6006141,710.3194563,1.219772364,11.31256509,0,0.820544876,1.570915151,2.467774412,1360,90,582.3377193,390.7072478,152652.1535,1308,38,530.3377193,390.7072478,VPN-Chat
"('10.8.8.130', '60098', '173.194.78.189', '443', 'TLS')",484,930.0485258,123.4322692,0.520402954,44.94660902,2.86E-06,1.925566306,4.896090328,23.9717005,1360,98,237.1859504,137.4286386,18886.63071,1308,46,185.1859504,137.4286386,VPN-Chat
"('10.8.8.130', '45185', '216.58.210.14', '443', 'TLS')",3,0.127882004,2181.698689,23.45912569,0.127733946,0.000148058,0.063941002,0.063792944,0.00406954,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('10.8.8.130', '59507', '173.194.113.112', '443', 'TLS')",3,0.141273975,1974.886027,21.23533363,0.140993834,0.000280142,0.070636988,0.070356846,0.004950086,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('10.8.8.130', '58124', '216.58.210.2', '443', 'TLS')",3,0.128200769,2176.27399,23.40079559,0.128062963,0.000137806,0.064100385,0.063962579,0.004091211,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('10.8.8.130', '45190', '216.58.210.14', '443', 'TLS')",6,58.36130285,10.76055484,0.102807849,58.09140801,0.000240803,11.67226057,23.20965197,538.6879446,161,83,104.6666667,25.79190226,665.2222222,109,31,52.66666667,25.79190226,VPN-Chat
"('10.8.8.130', '45197', '216.58.210.14', '443', 'TLS')",6,4.185245991,218.1472731,1.43360749,3.883813858,0.01008296,0.837049198,1.524069981,2.322789307,255,83,152.1666667,65.89743714,4342.472222,203,31,100.1666667,65.89743714,VPN-Chat
"('216.58.210.14', '443', '10.8.8.130', '45190', 'TLS')",4,58.22782898,8.312176643,0.068695675,58.2277658,3.00E-05,19.40927633,27.44881714,753.4375624,184,90,121,37.21558813,1385,132,38,69,37.21558813,VPN-Chat
"('10.8.8.130', '60535', '216.58.210.1', '443', 'TLS')",3,0.138216972,2018.565414,21.70500445,0.137723923,0.00049305,0.069108486,0.068615437,0.004708078,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('216.58.210.14', '443', '10.8.8.130', '45197', 'TLS')",6,0.145764112,22598.15495,41.16239518,0.133707047,3.10E-05,0.029152822,0.05244418,0.002750392,1360,90,549,572.2665463,327489,1308,38,497,572.2665463,VPN-Chat
"('10.8.8.130', '45198', '216.58.210.14', '443', 'TLS')",6,3.984037876,229.164488,1.506009779,3.69949007,0.002353907,0.796807575,1.452387557,2.109429616,255,83,152.1666667,65.89743714,4342.472222,203,31,100.1666667,65.89743714,VPN-Chat
"('216.58.210.14', '443', '10.8.8.130', '45198', 'TLS')",6,0.135849953,24254.70112,44.16637533,0.131740093,3.10E-05,0.027169991,0.052304515,0.002735762,1360,90,549.1666667,572.4981562,327754.1389,1308,38,497.1666667,572.4981562,VPN-Chat
"('10.8.8.130', '46983', '216.58.210.13', '443', 'TLS')",3,0.124781847,2235.90215,24.0419586,0.124644995,0.000136852,0.062390924,0.062254071,0.003875569,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('10.8.8.130', '34914', '216.58.210.3', '443', 'TLS')",3,0.123589993,2257.464333,24.27381003,0.123425007,0.000164986,0.061794996,0.061630011,0.003798258,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('10.8.8.130', '44946', '216.58.210.5', '443', 'TLS')",3,0.124863148,2234.446312,24.02630443,0.124627113,0.000236034,0.062431574,0.062195539,0.003868285,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('10.8.8.130', '37814', '74.125.207.120', '443', 'TLS')",3,0.225895882,1235.082278,13.2804546,0.225669861,0.000226021,0.112947941,0.11272192,0.012706231,98,83,93,7.071067812,50,46,31,41,7.071067812,VPN-Chat
"('10.8.8.130', '34918', '216.58.210.3', '443', 'TLS')",7,59.20577407,21.11280563,0.118231712,58.82184792,0.000217915,9.867629011,21.89304042,479.3052188,569,83,178.5714286,164.3314222,27004.81633,517,31,126.5714286,164.3314222,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34918', 'TLS')",5,59.074054,10.19059907,0.084639527,58.89676595,0.000114202,14.7685135,25.47749834,649.1029217,198,90,120.4,39.66661064,1573.44,146,38,68.4,39.66661064,VPN-Chat
"('10.8.8.130', '44976', '216.58.210.5', '443', 'TLS')",20,112.546236,44.46172681,0.177704743,58.30738306,5.96E-06,5.923486107,16.84548254,283.7702819,1360,83,250.2,292.5271953,85572.16,1308,31,198.2,292.5271953,VPN-Chat
"('216.58.210.5', '443', '10.8.8.130', '44976', 'TLS')",38,112.4212129,276.9050359,0.338014499,58.43212295,3.29E-05,3.03841116,12.49695118,156.1737889,1340,90,819.2105263,545.9588455,298071.0609,1288,38,767.2105263,545.9588455,VPN-Chat
"('10.8.8.130', '34920', '216.58.210.3', '443', 'TLS')",15,86.4306519,27.60594705,0.173549541,58.19571996,3.89E-05,6.173617993,15.12706283,228.82803,569,83,159.0666667,123.7015045,15302.06222,517,31,107.0666667,123.7015045,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34920', 'TLS')",625,86.29678106,9651.634623,7.242448586,58.31997991,1.91E-05,0.138296123,2.450247875,6.003714649,1360,90,1332.648,164.99769,27224.2377,1308,38,1280.648,164.99769,VPN-Chat
"('10.8.8.130', '45202', '216.58.210.14', '443', 'TLS')",6,4.178488016,219.6966933,1.4359261,3.661149979,0.013509035,0.835697603,1.417745753,2.010003019,260,83,153,67.21111019,4517.333333,208,31,101,67.21111019,VPN-Chat
"('216.58.210.14', '443', '10.8.8.130', '45202', 'TLS')",6,0.165261984,19925.93773,36.3059904,0.147276163,0.000108957,0.033052397,0.057504222,0.003306735,1360,90,548.8333333,572.0350854,327224.1389,1308,38,496.8333333,572.0350854,VPN-Chat
"('10.8.8.130', '60563', '216.58.210.1', '443', 'TLS')",33,58.86560321,96.50797223,0.560599029,58.35160613,3.10E-05,1.8395501,10.14994505,103.0213846,1167,83,172.1515152,198.578909,39433.5831,1115,31,119.4242424,198.8270194,VPN-Chat
"('216.58.210.1', '443', '10.8.8.130', '60563', 'TLS')",50,58.73514891,562.9678415,0.85127902,58.48211002,2.00E-05,1.198676508,8.268184002,68.36286669,1360,57,661.32,552.2380443,304966.8576,1308,5,609.32,552.2380443,VPN-Chat
"('10.8.8.130', '44980', '216.58.210.5', '443', 'TLS')",11,59.18368506,54.8968858,0.185862033,58.615273,3.10E-06,5.918368506,17.56576572,308.5561253,1360,83,295.3636364,372.1334738,138483.3223,1308,31,243.3636364,372.1334738,VPN-Chat
"('216.58.210.5', '443', '10.8.8.130', '44980', 'TLS')",9,59.05678797,42.36600205,0.152395691,58.74008799,2.00E-05,7.382098496,19.41161643,376.8108524,1340,90,278,382.1561635,146043.3333,1288,38,226,382.1561635,VPN-Chat
"('10.8.8.130', '34924', '216.58.210.3', '443', 'TLS')",7,59.0107131,21.18259439,0.118622529,58.62534285,0.000217915,9.83511885,21.81972546,476.100419,569,83,178.5714286,164.3314222,27004.81633,517,31,126.5714286,164.3314222,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34924', 'TLS')",5,58.88058305,10.22408354,0.084917637,58.7517519,6.79E-05,14.72014576,25.42171147,646.2634142,198,90,120.4,39.66661064,1573.44,146,38,68.4,39.66661064,VPN-Chat
"('10.8.8.130', '34925', '216.58.210.3', '443', 'TLS')",7,59.06091595,21.1645888,0.118521697,58.67540383,0.000152826,9.843485991,21.83834369,476.9132551,569,83,178.5714286,164.3314222,27004.81633,517,31,126.5714286,164.3314222,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34925', 'TLS')",5,58.93347311,10.2149079,0.084841428,58.72428799,4.51E-05,14.73336828,25.39821194,645.0691699,198,90,120.4,39.66661064,1573.44,146,38,68.4,39.66661064,VPN-Chat
"('10.8.8.130', '44983', '216.58.210.5', '443', 'TLS')",11,58.92412496,55.13870596,0.186680753,58.35752416,2.86E-06,5.892412496,17.48849161,305.8473387,1360,83,295.3636364,372.1334738,138483.3223,1308,31,243.3636364,372.1334738,VPN-Chat
"('216.58.210.5', '443', '10.8.8.130', '44983', 'TLS')",7,58.79958296,32.92540359,0.119048463,58.48125196,6.51E-05,9.799930493,21.77105726,473.9789341,1009,90,276.5714286,309.0565631,95515.95918,957,38,224.5714286,309.0565631,VPN-Chat
"('10.8.8.130', '34927', '216.58.210.3', '443', 'TLS')",19,85.73617101,33.19485774,0.221610083,58.82515001,0.000222206,4.763120612,13.59907421,184.9348194,569,83,149.7894737,111.5524795,12443.95568,517,31,97.78947368,111.5524795,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34927', 'TLS')",107,85.60434008,1441.141885,1.249936626,58.95016599,1.91E-05,0.807588114,5.898289519,34.78981925,1360,90,1152.971963,435.1927805,189392.7562,1308,38,1100.971963,435.1927805,VPN-Chat
"('10.8.8.130', '44985', '216.58.210.5', '443', 'TLS')",11,59.46880698,54.63368386,0.184970921,58.91530514,3.10E-06,5.946880698,17.65625776,311.743438,1360,83,295.3636364,372.1334738,138483.3223,1308,31,243.3636364,372.1334738,VPN-Chat
"('216.58.210.5', '443', '10.8.8.130', '44985', 'TLS')",8,59.34450793,31.7973822,0.134806072,59.04179502,4.48E-05,8.477786848,20.64277858,426.1243077,862,90,235.875,248.3759436,61690.60938,810,38,183.875,248.3759436,VPN-Chat
"('10.8.8.130', '34929', '216.58.210.3', '443', 'TLS')",9,59.00222492,27.96504712,0.152536621,58.48310995,0.000619888,7.375278115,19.31703267,373.1477512,569,83,183.3333333,152.9546047,23395.11111,517,31,131.3333333,152.9546047,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34929', 'TLS')",9,58.87341499,41.51279487,0.152870358,58.60618711,3.19E-05,7.359176874,19.36963002,375.1825669,1340,90,271.5555556,382.5246865,146325.1358,1288,38,219.5555556,382.5246865,VPN-Chat
"('10.8.8.130', '34930', '216.58.210.3', '443', 'TLS')",19,133.1197531,21.52948704,0.14272863,58.27323389,0.000221968,7.39554184,14.30455493,204.6202917,569,83,150.8421053,111.4801201,12427.81717,517,31,98.84210526,111.4801201,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34930', 'TLS')",252,132.988384,2407.683967,1.89490234,58.40001798,1.91E-05,0.529834199,4.293667155,18.43557764,1360,90,1270.611111,303.9835384,92405.99162,1308,38,1218.611111,303.9835384,VPN-Chat
"('10.8.8.130', '48152', '173.194.126.24', '443', 'TLS')",11,67.54859805,26.63267709,0.162845719,58.99350309,0.000185013,6.754859805,17.52456144,307.1102537,315,83,163.5454545,82.8639231,6866.429752,263,31,111.5454545,82.8639231,VPN-Chat
"('10.8.8.130', '48153', '173.194.126.24', '443', 'TLS')",7,59.29351997,17.05076711,0.118056746,58.00456119,0.000252962,9.882253329,21.52180679,463.1881673,255,83,144.4285714,63.88573984,4081.387755,203,31,92.42857143,63.88573984,VPN-Chat
"('173.194.126.24', '443', '10.8.8.130', '48152', 'TLS')",13,67.11975884,61.77018618,0.193683652,59.41471791,1.81E-05,5.593313237,16.34898833,267.2894195,1360,90,318.9230769,444.9911774,198017.1479,1308,38,266.9230769,444.9911774,VPN-Chat
"('173.194.126.24', '443', '10.8.8.130', '48153', 'TLS')",7,58.85846782,57.85063945,0.118929362,58.43044281,2.81E-05,9.809744636,21.74439785,472.8188377,1360,90,486.4285714,551.220427,303843.9592,1308,38,434.4285714,551.220427,VPN-Chat
"('10.8.8.130', '44990', '216.58.210.5', '443', 'TLS')",11,76.007792,43.2192531,0.144722004,58.47784495,0.000172853,7.6007792,17.68042234,312.5973342,1360,83,298.6363636,373.6430656,139609.1405,1308,31,246.6363636,373.6430656,VPN-Chat
"('216.58.210.5', '443', '10.8.8.130', '44990', 'TLS')",8,75.87936306,25.75140224,0.105430511,58.60298109,5.51E-05,10.83990901,20.37450492,415.1204508,929,90,244.25,269.5722306,72669.1875,877,38,192.25,269.5722306,VPN-Chat
"('10.8.8.130', '34934', '216.58.210.3', '443', 'TLS')",15,160.0570469,14.76973395,0.093716586,58.18616915,6.89E-05,11.43264621,19.23725747,370.0720749,569,83,157.6,123.3157465,15206.77333,517,31,105.6,123.3157465,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34934', 'TLS')",18,159.9263389,43.1198516,0.112551817,58.31346488,2.10E-05,9.407431701,18.06571074,326.3699047,1340,90,383.1111111,458.3884681,210119.9877,1288,38,331.1111111,458.3884681,VPN-Chat
"('10.8.8.130', '44992', '216.58.210.5', '443', 'TLS')",11,58.81118202,55.85672464,0.187039261,58.10834599,2.86E-06,5.881118202,17.40933664,303.0850021,1360,83,298.6363636,373.6430656,139609.1405,1308,31,246.6363636,373.6430656,VPN-Chat
"('216.58.210.5', '443', '10.8.8.130', '44992', 'TLS')",8,58.68309999,34.04728108,0.13632545,58.23397088,2.91E-05,8.383299998,20.35158608,414.1870559,973,90,249.75,283.572191,80413.1875,921,38,197.75,283.572191,VPN-Chat
"('10.8.8.130', '34936', '216.58.210.3', '443', 'TLS')",7,59.00617385,21.18422393,0.118631654,58.5240581,0.000330925,9.834362308,21.77481503,474.1425694,569,83,178.5714286,164.3314222,27004.81633,517,31,126.5714286,164.3314222,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34936', 'TLS')",5,58.87567997,10.22493499,0.084924709,58.53375483,3.81E-05,14.71891999,25.29662403,639.9191875,198,90,120.4,39.66661064,1573.44,146,38,68.4,39.66661064,VPN-Chat
"('10.8.8.130', '34937', '216.58.210.3', '443', 'TLS')",4,0.269474983,3603.302943,14.84367845,0.128494978,0.012622118,0.089824994,0.054590706,0.002980145,569,90,242.75,193.9334615,37610.1875,517,38,190.75,193.9334615,VPN-Chat
"('216.58.210.3', '443', '10.8.8.130', '34937', 'TLS')",4,0.259322882,1889.536306,15.42478617,0.131582022,4.29E-05,0.086440961,0.061113218,0.003734825,198,90,122.5,44.09931972,1944.75,146,38,70.5,44.09931972,VPN-Chat
"('10.8.8.130', '44995', '216.58.210.5', '443', 'TLS')",8,0.583462,5152.006473,13.7112614,0.325789928,4.05E-06,0.083351714,0.10877222,0.011831396,1360,90,375.75,412.4802268,170139.9375,1308,38,323.75,412.4802268,VPN-Chat
"('216.58.210.5', '443', '10.8.8.130', '44995', 'TLS')",7,0.451253891,4401.070084,15.51233162,0.232949018,4.41E-05,0.075208982,0.085931726,0.007384261,1073,90,283.7142857,331.8574196,110129.3469,1021,38,231.7142857,331.8574196,VPN-Chat
"('173.194.67.189', '443', '10.8.8.178', '57866', 'TLS')",311,525.929122,364.5738408,0.591334435,240.008754,2.10E-05,1.696545555,13.65180453,186.371767,1340,90,616.5273312,363.8766333,132406.2042,1288,38,564.5273312,363.8766333,VPN-Chat
"('10.8.8.178', '57866', '173.194.67.189', '443', 'TLS')",86,161.2584801,121.6680201,0.533305287,34.72349405,3.39E-05,1.897158589,5.062878779,25.63274153,438,98,228.1395349,97.63138587,9531.887507,386,46,176.1395349,97.63138587,VPN-Chat
"('10.8.8.178', '38245', '216.58.208.46', '443', 'TLS')",6,59.05953908,10.6333373,0.101592395,58.78899503,0.000653028,11.81190782,23.48861996,551.7152676,161,83,104.6666667,25.79190226,665.2222222,109,31,52.66666667,25.79190226,VPN-Chat
"('10.8.8.178', '38246', '216.58.208.46', '443', 'TLS')",6,4.205998898,217.0709081,1.426533897,3.874648809,0.00444603,0.84119978,1.517561178,2.302991929,255,83,152.1666667,65.89743714,4342.472222,203,31,100.1666667,65.89743714,VPN-Chat
"('216.58.208.46', '443', '10.8.8.178', '38245', 'TLS')",4,58.91928697,8.554075006,0.067889484,58.91914916,1.88E-05,19.63976232,27.77472079,771.4351152,204,90,126,45.7165178,2090,152,38,74,45.7165178,VPN-Chat
"('10.8.8.178', '38243', '216.58.208.46', '443', 'TLS')",313,162.823005,748.5305902,1.922332781,14.47851205,3.81E-06,0.521868606,1.613255628,2.60259372,1360,98,389.3865815,410.8721194,168815.8985,1308,46,337.3865815,410.8721194,VPN-Chat
"('216.58.208.46', '443', '10.8.8.178', '38246', 'TLS')",6,0.149175882,22081.31736,40.22097879,0.140739918,1.91E-05,0.029835176,0.055536926,0.00308435,1360,90,549,572.2665463,327489,1308,38,497,572.2665463,VPN-Chat
"('10.8.8.178', '38247', '216.58.208.46', '443', 'TLS')",6,4.098655939,222.7559506,1.463894528,3.717968941,0.001627922,0.819731188,1.450020582,2.102559687,255,83,152.1666667,65.89743714,4342.472222,203,31,100.1666667,65.89743714,VPN-Chat
"('216.58.208.46', '443', '10.8.8.178', '38247', 'TLS')",6,0.137676954,23925.57286,43.58027843,0.137513161,1.81E-05,0.027535391,0.05498889,0.003023778,1360,90,549,572.2665463,327489,1308,38,497,572.2665463,VPN-Chat
"('216.58.208.46', '443', '10.8.8.178', '38243', 'TLS')",1292,402.5400159,3516.22682,3.209618793,239.9997311,1.79E-05,0.311804815,6.72877533,45.27641744,1360,65,1095.527864,484.7935423,235024.7786,1308,13,1043.527864,484.7935423,VPN-Chat
"('10.8.8.178', '51898', '216.58.208.37', '443', 'TLS')",11,58.87268019,62.54174242,0.18684388,58.34479785,9.06E-06,5.887268019,17.48593949,305.7580797,1360,83,334.7272727,407.7144926,166231.1074,1308,31,282.7272727,407.7144926,VPN-Chat
"('216.58.208.37', '443', '10.8.8.178', '51898', 'TLS')",8,58.73125196,35.24528988,0.136213681,58.47567487,2.00E-05,8.390178851,20.4474019,418.0962446,1045,90,258.75,306.5920539,93998.6875,993,38,206.75,306.5920539,VPN-Chat
"('10.8.8.178', '52153', '216.58.208.35', '443', 'TLS')",5,59.060642,10.006664,0.084658748,58.79918504,0.000558853,14.7651605,25.42311124,646.3345852,214,83,118.2,48.25101035,2328.16,162,31,66.2,48.25101035,VPN-Chat
"('216.58.208.35', '443', '10.8.8.178', '52153', 'TLS')",4,58.92850614,22.19638823,0.067878863,58.92840409,3.39E-05,19.64283538,27.77909204,771.6779546,917,98,327,342.0825924,117020.5,865,46,275,342.0825924,VPN-Chat
"('10.8.8.178', '54269', '134.170.25.26', '443', 'TLS')",2,600.3599329,1.735625485,0.003331335,600.3599329,600.3599329,600.3599329,0,0,521,521,521,0,0,469,469,469,0,VPN-Chat
"('134.170.25.26', '443', '10.8.8.178', '54269', 'TLS')",2,600.3599091,0.669598342,0.003331335,600.3599091,600.3599091,600.3599091,0,0,201,201,201,0,0,149,149,149,0,VPN-Chat
"('10.8.8.178', '52158', '216.58.208.35', '443', 'TLS')",10,55.29074097,34.32762822,0.180862109,23.77266192,0.052881002,6.143415663,8.72208362,76.07474268,569,90,189.8,142.2967322,20248.36,517,38,137.8,142.2967322,VPN-Chat
"('216.58.208.35', '443', '10.8.8.178', '52158', 'TLS')",622,295.1579759,2821.119766,2.107346068,240.0018439,2.29E-05,0.475294647,9.705604158,94.19875207,1360,90,1338.707395,151.1917436,22858.94332,1308,38,1286.707395,151.1917436,VPN-Chat
"('10.8.8.178', '51900', '216.58.208.37', '443', 'TLS')",8,0.381695032,8915.494606,20.95914101,0.136035919,5.96E-06,0.054527862,0.058978676,0.003478484,1360,90,425.375,445.4435816,198419.9844,1308,38,373.375,445.4435816,VPN-Chat
"('216.58.208.37', '443', '10.8.8.178', '51900', 'TLS')",8,240.2475951,9.282090834,0.033298981,240.000628,3.79E-05,34.32108501,83.96833793,7050.681774,1202,90,278.75,356.9750516,127431.1875,1150,38,226.75,356.9750516,VPN-Chat
"('10.8.8.178', '39759', '216.58.210.46', '443', 'TLS')",7,0.381147861,4255.566314,18.36557595,0.132385015,4.48E-05,0.063524644,0.047996107,0.002303626,569,90,231.7142857,186.0811761,34626.20408,517,38,179.7142857,186.0811761,VPN-Chat
"('216.58.210.46', '443', '10.8.8.178', '39759', 'TLS')",8,240.2541811,5.394286975,0.033298068,240.004709,2.72E-05,34.32202588,83.96961639,7050.896476,503,90,162,133.130575,17723.75,451,38,110,133.130575,VPN-Chat
"('10.8.8.178', '44923', '216.58.210.78', '443', 'TLS')",881,751.0213881,276.7950465,1.173069122,45.83673286,1.50E-05,0.853433396,2.876188673,8.27246128,1360,90,235.9580023,168.5625596,28413.33649,1308,38,183.9580023,168.5625596,VPN-Chat
"('216.58.210.78', '443', '10.8.8.178', '44923', 'TLS')",903,750.8891501,263.7233471,1.202574308,46.0115571,1.81E-05,0.832471342,2.90601428,8.444918997,1360,90,219.2990033,257.6512947,66384.18967,1308,38,167.2990033,257.6512947,VPN-Chat
"('10.8.8.178', '34123', '173.194.67.94', '443', 'TLS')",15,60.69263506,62.65999155,0.247146956,58.15378308,4.60E-05,4.335188219,14.9282056,222.8513225,945,83,253.5333333,244.4468222,59754.24889,893,31,201.5333333,244.4468222,VPN-Chat
"('173.194.67.94', '443', '10.8.8.178', '34123', 'TLS')",77,60.54346991,1402.826765,1.271813461,58.29632783,1.88E-05,0.796624604,6.640830946,44.10063565,1360,90,1103.012987,467.4672707,218525.6492,1308,38,1051.012987,467.4672707,VPN-Chat
"('10.8.8.178', '59222', '216.58.210.35', '443', 'TLS')",9,74.13656306,29.02751235,0.121397589,58.36765599,0.000254154,9.267070383,19.14956804,366.7059563,1043,83,239.1111111,290.1097281,84163.65432,991,31,187.1111111,290.1097281,VPN-Chat
"('10.8.8.178', '52379', '216.58.210.33', '443', 'TLS')",11,67.37996507,28.06472218,0.163253275,58.90533519,0.000202179,6.737996507,17.4660849,305.0641217,424,83,171.9090909,102.7755317,10562.80992,372,31,119.9090909,102.7755317,VPN-Chat
"('10.8.8.178', '38264', '216.58.208.46', '443', 'TLS')",148,188.8203862,404.7497283,0.783813671,58.56610084,4.05E-06,1.284492423,7.118299809,50.67019218,1360,83,516.3851351,502.5696338,252576.2368,1308,31,464.3851351,502.5696338,VPN-Chat
"('216.58.210.33', '443', '10.8.8.178', '52379', 'TLS')",29,67.24605799,417.214047,0.431252045,59.03818297,1.91E-05,2.401644928,10.95346894,119.9784819,1360,90,967.4482759,544.8468678,296858.1094,1308,38,915.4482759,544.8468678,VPN-Chat
"('216.58.210.35', '443', '10.8.8.178', '59222', 'TLS')",362,15.35112095,31661.46639,23.58133984,14.72068405,2.48E-05,0.042523881,0.77366839,0.598562778,1360,90,1342.649171,138.320914,19132.67526,1308,38,1290.649171,138.320914,VPN-Chat
"('216.58.208.46', '443', '10.8.8.178', '38264', 'TLS')",2687,188.688482,18428.39564,14.24040286,58.69772601,1.38E-05,0.070248876,1.700372873,2.891267908,1360,90,1294.092296,252.3317025,63671.28809,1308,38,1242.092296,252.3317025,VPN-Chat
"('10.8.8.178', '53595', '173.194.67.99', '443', 'TLS')",14,64.13498092,45.62252858,0.21828961,58.28919601,0.000155926,4.933460071,15.43612433,238.2739343,945,83,209,217.6619266,47376.71429,893,31,157,217.6619266,VPN-Chat
"('173.194.67.99', '443', '10.8.8.178', '53595', 'TLS')",16,63.99490905,62.86437562,0.250019888,58.43121886,1.81E-05,4.26632727,14.5117573,210.5911,1360,90,251.4375,351.5449773,123583.8711,1308,38,199.4375,351.5449773,VPN-Chat
